c Exact - branch main commit 8dac976
c Reading input file, expected format is wbo
c     bounds 1194 >= 0 @ 1.67916, 253
c     bounds 1192 >= 0 @ 1.68258, 253
c     bounds 1191 >= 0 @ 1.6853, 253
c     bounds 1190 >= 0 @ 1.68728, 253
c     bounds 1188 >= 0 @ 1.68961, 253
c     bounds 1187 >= 0 @ 1.69186, 253
c     bounds 1186 >= 0 @ 1.69393, 253
c     bounds 1185 >= 0 @ 1.69671, 253
c     bounds 1183 >= 0 @ 1.69976, 253
c     bounds 1182 >= 0 @ 1.70341, 253
c     bounds 1181 >= 0 @ 1.70633, 253
c     bounds 1177 >= 0 @ 1.71048, 253
c     bounds 1095 >= 0 @ 1.71423, 253
c     bounds 1009 >= 0 @ 1.717, 253
c     bounds 933 >= 0 @ 1.71922, 253
c     bounds 898 >= 0 @ 1.72161, 253
c     bounds 897 >= 0 @ 1.72401, 253
c     bounds 896 >= 0 @ 1.7263, 253
c     bounds 895 >= 0 @ 1.72891, 253
c     bounds 894 >= 0 @ 1.73271, 254
c     bounds 893 >= 0 @ 1.73971, 261
c     bounds 882 >= 0 @ 1.74533, 267
c     bounds 881 >= 0 @ 1.7493, 267
c     bounds 842 >= 0 @ 1.75313, 267
c     bounds 841 >= 0 @ 1.75505, 267
c     bounds 825 >= 0 @ 1.75703, 267
c     bounds 824 >= 0 @ 1.75874, 267
c     bounds 800 >= 0 @ 1.7614, 269
c     bounds 774 >= 0 @ 1.76526, 270
c     bounds 756 >= 0 @ 1.77026, 270
c     bounds 748 >= 0 @ 1.78203, 279
c     bounds 747 >= 0 @ 1.78547, 279
c     bounds 746 >= 0 @ 1.78809, 279
c     bounds 742 >= 0 @ 1.80146, 281
c     bounds 737 >= 0 @ 1.80388, 281
c     bounds 734 >= 0 @ 1.80664, 281
c     bounds 733 >= 0 @ 1.80857, 281
c     bounds 662 >= 0 @ 1.81162, 281
c     bounds 656 >= 0 @ 1.81501, 284
c     bounds 639 >= 0 @ 1.81919, 285
c     bounds 638 >= 0 @ 1.83385, 287
c     bounds 629 >= 0 @ 1.83803, 289
c     bounds 616 >= 0 @ 1.84082, 289
c     bounds 601 >= 0 @ 1.84344, 289
c     bounds 587 >= 0 @ 1.84636, 289
c     bounds 586 >= 0 @ 1.84882, 289
c     bounds 577 >= 0 @ 1.85342, 297
c     bounds 576 >= 0 @ 1.85566, 297
c     bounds 575 >= 0 @ 1.85796, 297
c     bounds 565 >= 0 @ 1.86011, 297
c     bounds 562 >= 0 @ 1.86974, 309
c     bounds 561 >= 0 @ 1.87185, 309
c     bounds 559 >= 0 @ 1.8741, 309
c     bounds 558 >= 0 @ 1.87607, 309
c     bounds 557 >= 0 @ 1.87843, 309
c     bounds 521 >= 0 @ 1.88857, 309
c     bounds 513 >= 0 @ 1.89397, 309
c     bounds 512 >= 0 @ 1.89777, 309
c     bounds 507 >= 0 @ 1.90543, 310
c     bounds 501 >= 0 @ 1.92012, 316
c     bounds 496 >= 0 @ 1.92806, 316
c     bounds 490 >= 0 @ 1.94046, 318
c     bounds 489 >= 0 @ 1.95479, 318
c     bounds 488 >= 0 @ 1.96067, 318
c     bounds 487 >= 0 @ 1.96429, 318
c     bounds 486 >= 0 @ 1.96896, 318
c     bounds 485 >= 0 @ 1.9795, 318
c     bounds 483 >= 0 @ 1.98305, 318
c     bounds 482 >= 0 @ 1.98973, 318
c     bounds 481 >= 0 @ 1.99527, 318
c     bounds 480 >= 0 @ 2.00488, 318
c     bounds 479 >= 0 @ 2.0087, 318
c     bounds 477 >= 0 @ 2.01239, 318
c     bounds 476 >= 0 @ 2.01687, 318
c     bounds 469 >= 0 @ 2.02287, 318
c     bounds 467 >= 0 @ 2.02779, 318
c     bounds 461 >= 0 @ 2.03181, 318
c     bounds 421 >= 0 @ 2.0493, 320
c     bounds 416 >= 0 @ 2.05863, 321
c     bounds 415 >= 0 @ 2.06396, 322
c     bounds 397 >= 0 @ 2.07234, 324
c     bounds 393 >= 0 @ 2.13498, 335
c     bounds 389 >= 0 @ 2.14918, 336
c     bounds 388 >= 0 @ 2.24532, 350
c     bounds 385 >= 0 @ 2.25643, 351
c     bounds 379 >= 0 @ 2.27204, 359
c     bounds 376 >= 0 @ 2.28008, 361
c     bounds 374 >= 0 @ 2.33577, 374
c     bounds 373 >= 0 @ 2.48923, 406
c     bounds 372 >= 0 @ 2.56201, 418
c     bounds 371 >= 0 @ 2.58458, 423
c     bounds 370 >= 0 @ 2.83089, 642
c     bounds 369 >= 0 @ 2.83713, 642
c     bounds 368 >= 0 @ 2.84051, 642
c     bounds 367 >= 0 @ 2.85148, 642
c     bounds 366 >= 0 @ 2.85518, 642
c     bounds 365 >= 0 @ 2.85947, 642
c     bounds 364 >= 0 @ 2.86796, 642
c     bounds 363 >= 0 @ 2.87204, 642
c     bounds 362 >= 0 @ 2.87934, 642
c     bounds 361 >= 0 @ 2.88149, 642
c     bounds 360 >= 0 @ 2.88349, 642
c     bounds 359 >= 0 @ 2.88548, 642
c     bounds 358 >= 0 @ 2.88753, 642
c     bounds 357 >= 0 @ 2.89208, 642
c     bounds 356 >= 0 @ 2.89648, 642
c     bounds 354 >= 0 @ 2.90121, 642
c     bounds 353 >= 0 @ 2.90367, 642
c     bounds 352 >= 0 @ 2.90574, 642
c     bounds 351 >= 0 @ 2.90785, 642
c     bounds 350 >= 0 @ 2.90976, 642
c     bounds 348 >= 0 @ 2.91864, 649
c     bounds 347 >= 0 @ 2.92391, 649
c     bounds 346 >= 0 @ 2.92795, 649
c     bounds 345 >= 0 @ 2.93181, 649
c     bounds 344 >= 0 @ 2.94003, 649
c     bounds 343 >= 0 @ 2.9447, 649
c     bounds 342 >= 0 @ 2.94893, 649
c     bounds 341 >= 0 @ 2.9536, 649
c     bounds 340 >= 0 @ 2.95774, 649
c     bounds 339 >= 0 @ 2.96215, 649
c     bounds 338 >= 0 @ 2.9643, 649
c     bounds 337 >= 0 @ 2.96643, 649
c     bounds 336 >= 0 @ 2.97079, 649
c     bounds 311 >= 0 @ 2.97471, 649
c     bounds 310 >= 0 @ 2.97687, 649
c     bounds 290 >= 0 @ 2.98151, 649
c     bounds 289 >= 0 @ 2.98826, 649
c     bounds 280 >= 0 @ 3.00312, 651
c     bounds 279 >= 0 @ 3.01224, 652
c     bounds 278 >= 0 @ 3.05144, 669
c     bounds 277 >= 0 @ 3.06609, 676
c     bounds 274 >= 0 @ 3.06856, 676
c     bounds 265 >= 0 @ 3.07225, 676
c     bounds 264 >= 0 @ 3.07876, 676
c     bounds 263 >= 0 @ 3.08347, 676
c     bounds 262 >= 0 @ 3.08817, 676
c     bounds 261 >= 0 @ 3.09375, 676
c     bounds 260 >= 0 @ 3.09766, 676
c     bounds 259 >= 0 @ 3.10384, 676
c     bounds 258 >= 0 @ 3.10812, 676
c     bounds 257 >= 0 @ 3.11399, 676
c     bounds 256 >= 0 @ 3.11835, 676
c     bounds 255 >= 0 @ 3.12224, 676
c     bounds 254 >= 0 @ 3.12854, 676
c     bounds 252 >= 0 @ 3.13447, 676
c     bounds 250 >= 0 @ 3.1435, 677
c     bounds 241 >= 0 @ 3.1588, 678
c     bounds 239 >= 0 @ 3.16134, 678
c     bounds 238 >= 0 @ 3.16419, 678
c     bounds 237 >= 0 @ 3.1666, 678
c     bounds 236 >= 0 @ 3.17206, 678
c     bounds 234 >= 0 @ 3.17855, 678
c     bounds 232 >= 0 @ 3.20709, 682
c     bounds 226 >= 0 @ 3.2363, 706
c     bounds 177 >= 0 @ 3.26887, 710
c     bounds 161 >= 0 @ 3.31832, 730
c     bounds 151 >= 0 @ 3.69284, 889
c     bounds 149 >= 0 @ 3.70774, 892
c 1000 confls 4507 constrs 1801 vars
c     bounds 138 >= 0 @ 4.00024, 1243
c     bounds 134 >= 0 @ 4.0241, 1258
c 2000 confls 5514 constrs 1763 vars
c INPROCESSING 0.047387 proptime 754933 prop/sec 0.613829 prop/ca
c     bounds 133 >= 0 @ 4.4839, 2009
c     bounds 132 >= 0 @ 4.48701, 2009
c     bounds 126 >= 0 @ 4.70505, 2238
c     bounds 123 >= 0 @ 4.73196, 2239
c     bounds 122 >= 0 @ 4.73844, 2239
c     bounds 118 >= 0 @ 4.74592, 2239
c     bounds 114 >= 0 @ 4.75153, 2239
c     bounds 111 >= 0 @ 4.76603, 2240
c     bounds 110 >= 0 @ 4.78313, 2241
c     bounds 109 >= 0 @ 4.78555, 2241
c     bounds 103 >= 0 @ 4.79067, 2245
c     bounds 102 >= 0 @ 4.79478, 2245
c     bounds 101 >= 0 @ 4.79713, 2245
c     bounds 100 >= 0 @ 4.84139, 2253
c     bounds 99 >= 0 @ 4.89878, 2341
c 3000 confls 5210 constrs 1655 vars
c     bounds 98 >= 0 @ 10.7931, 3627
c 4000 confls 6219 constrs 1649 vars
c     bounds 96 >= 0 @ 11.4768, 4630
c 5000 confls 7262 constrs 1643 vars
c 6000 confls 8262 constrs 1643 vars
c INPROCESSING 0.485403 proptime 458518 prop/sec 0.361842 prop/ca
c 7000 confls 8462 constrs 1643 vars
c 8000 confls 9462 constrs 1643 vars
c     bounds 95 >= 0 @ 14.9283, 8441
c     bounds 91 >= 0 @ 14.9702, 8451
c 9000 confls 10471 constrs 1631 vars
c 10000 confls 11473 constrs 1631 vars
c     bounds 90 >= 0 @ 15.7451, 10044
c 11000 confls 12478 constrs 1627 vars
c     bounds 89 >= 0 @ 17.0334, 11897
c     bounds 88 >= 0 @ 17.0875, 11915
c     bounds 85 >= 0 @ 17.0995, 11916
c     bounds 82 >= 0 @ 17.1104, 11924
c     bounds 80 >= 0 @ 17.1383, 11932
c     bounds 75 >= 0 @ 17.1465, 11933
c     bounds 74 >= 0 @ 17.149, 11934
c     bounds 73 >= 0 @ 17.165, 11936
c     bounds 69 >= 0 @ 17.1689, 11941
c     bounds 67 >= 0 @ 17.172, 11942
c     bounds 63 >= 0 @ 17.1815, 11944
c     bounds 62 >= 0 @ 17.1894, 11948
c     bounds 61 >= 0 @ 17.2044, 11950
c 12000 confls 13504 constrs 1519 vars
c     bounds 60 >= 0 @ 17.654, 12009
c INPROCESSING 0.0280399 proptime 282205 prop/sec 0.741625 prop/ca
c     bounds 59 >= 0 @ 18.2398, 12142
c     bounds 57 >= 0 @ 18.2676, 12151
c     bounds 56 >= 0 @ 18.2698, 12151
c     bounds 53 >= 0 @ 18.2809, 12152
c     bounds 51 >= 0 @ 18.3279, 12163
c     bounds 50 >= 0 @ 18.3612, 12168
c     bounds 49 >= 0 @ 18.6209, 12220
c 13000 confls 10563 constrs 1473 vars
c 14000 confls 11564 constrs 1473 vars
c 15000 confls 12564 constrs 1473 vars
c 16000 confls 13564 constrs 1473 vars
c 17000 confls 14564 constrs 1473 vars
c 18000 confls 15564 constrs 1473 vars
c INPROCESSING 8.65428 proptime 173171 prop/sec 0.571121 prop/ca
c     bounds 48 >= 0 @ 45.3043, 18275
c     bounds 47 >= 0 @ 45.3205, 18278
c     bounds 46 >= 0 @ 45.337, 18280
c     bounds 45 >= 0 @ 45.3449, 18283
c     bounds 44 >= 0 @ 46.0699, 18408
c 19000 confls 12818 constrs 1457 vars
c     bounds 43 >= 0 @ 53.5652, 19460
c 20000 confls 13820 constrs 1453 vars
c 21000 confls 14820 constrs 1453 vars
c     bounds 42 >= 0 @ 73.0174, 21818
c 22000 confls 15822 constrs 1449 vars
c 23000 confls 16822 constrs 1449 vars
c 24000 confls 17822 constrs 1449 vars
c INPROCESSING 18.7427 proptime 52659.7 prop/sec 1.59403 prop/ca
c 25000 confls 13777 constrs 1443 vars
c     bounds 41 >= 0 @ 114.781, 25101
c     bounds 40 >= 0 @ 114.885, 25118
c 26000 confls 14781 constrs 1431 vars
c     bounds 39 >= 0 @ 125.23, 26170
c 27000 confls 15783 constrs 1431 vars
c 28000 confls 16783 constrs 1431 vars
c 29000 confls 17783 constrs 1431 vars
c 30000 confls 18783 constrs 1431 vars
c INPROCESSING 25.767 proptime 79989.2 prop/sec 1.0914 prop/ca
c     bounds 38 >= 0 @ 181.043, 30562
c 31000 confls 14548 constrs 1427 vars
c 32000 confls 15548 constrs 1427 vars
c 33000 confls 16548 constrs 1427 vars
c 34000 confls 17548 constrs 1427 vars
c 35000 confls 18548 constrs 1427 vars
c 36000 confls 19548 constrs 1427 vars
c 37000 confls 20548 constrs 1427 vars
c INPROCESSING 37.6727 proptime 77352.2 prop/sec 1.14333 prop/ca
c 38000 confls 15434 constrs 1423 vars
c 39000 confls 16434 constrs 1423 vars
c 40000 confls 17434 constrs 1423 vars
c 41000 confls 18434 constrs 1423 vars
c 42000 confls 19434 constrs 1423 vars
c 43000 confls 20434 constrs 1420 vars
c     bounds 37 >= 0 @ 330.363, 43242
c INPROCESSING 3.23675 proptime 56703.8 prop/sec 1.46064 prop/ca
c 44000 confls 15169 constrs 1416 vars
c 45000 confls 16169 constrs 1416 vars
